Geneid	e10HeartOGAWTFemale	e10LiverOGAWTFemale	e2HeartOGAKOFemale	e2LiverOGAKOFemale	e3HeartOGAKOMale	e3LiverOGAKOMale	e5HeartOGAWTFemale	e5LiverOGAWTFemale	e6HeartOGAKOFemale	e6LiverOGAKOFemale	e7HeartOGAWTMale	e7LiverOGAWTMale
ENSMUSG00000032902	4577.34	4481.57	4793.12	2793	4640.17	660	5319.33	2933.67	2838	2152.89	4725	3620.83
ENSMUSG00000105199	6	10	8	5	3	3	5	6	7	2	2	0
ENSMUSG00000106287	3	12	2	3	3	0	2.31	3	5	0	0	0
ENSMUSG00000100188	1	3	0	3	0	0	1	3	0	1	2	0
ENSMUSG00000101641	2	3	0	4	1	0	1	2	0	1	0	5
ENSMUSG00000089452	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100466	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089999	548.46	801.53	680.64	703.46	454.23	119.75	860.09	508.58	540.23	598.57	495.98	560.19
ENSMUSG00000105195	125.46	124.71	152.6	130.42	102.12	22.33	174.54	94.08	117.5	129.34	108.29	121.55
ENSMUSG00000055865	89	3.17	107.5	3	49.5	0	139	0	79.67	1.1	78.5	0.2
ENSMUSG00000002228	616.5	6	848.5	3.2	502	2	864.84	1	534	5	908.5	7
ENSMUSG00000002233	1931	753.12	2242.98	630.17	1934.25	253.11	2746.89	548.34	1532.17	610.2	2389.5	626.5
ENSMUSG00000002227	213.22	1112.79	498.95	1293.93	252.77	317.31	371.31	658.83	327.17	1343.53	404.27	711.27
ENSMUSG00000070372	1791.97	1094.91	2002.7	899	1239.41	211.42	2394.64	732.7	1388.03	823.83	1917.93	1036.33
ENSMUSG00000106251	2	4	3	5	1	0	4	3	1	2	2	2
ENSMUSG00000105655	5	9	9	8	4	1	9	8	10	2	5	0
ENSMUSG00000045576	316.88	339.25	468.62	267.65	523.25	159.75	433.42	210.75	346.42	347.89	503.25	413.65
ENSMUSG00000106105	109.66	124.41	154.37	118.04	126.95	31.38	144.21	87.23	108.65	137.26	140.07	130.09
ENSMUSG00000027840	23.12	19.5	36	19	27.5	4	52	11	28	12	35	7
ENSMUSG00000105925	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105355	33.5	8.5	49	7	59	4.5	39.5	5	33.5	9	39.5	6.5
ENSMUSG00000062127	802.5	200.5	1175.5	170	1352.12	101.75	1235.5	139	844	191	1139.83	190.5
ENSMUSG00000051788	0	0	0	0	0	0.12	0	0	0	0	0	0
ENSMUSG00000074346	1	0.43	0.43	0	3.64	3.9	4	0.25	3.5	0	0	0
ENSMUSG00000040896	58.12	10.25	173.27	13.1	347	7	145.76	10.14	193.12	22.2	182.61	12.2
ENSMUSG00000105753	0	0	0	0	0	0.1	0	0.17	0	0	0	0
ENSMUSG00000027905	329	342.17	461.5	350.12	392	216	445.5	240	321.67	387	466.17	378
ENSMUSG00000048458	479.83	11	532	7	361.58	2	502.25	7	174.22	5	371	4
ENSMUSG00000106317	9	16	13	8	5	1	24	11	8	8	16	13
ENSMUSG00000068798	1029	1170.43	1088.48	1047.33	948	228.33	1295.5	792.7	755.78	879.11	1146.83	1068.28
ENSMUSG00000105677	5	9	10	17	9	4	17	8	16	7	11	4
ENSMUSG00000105842	0.2	0.2	0	0	0	0	0	0	1.14	1	0	0
ENSMUSG00000106341	0.14	1	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000104910	0	1	0	0	0	0	1	0	1	0	0	0
ENSMUSG00000104835	1	2	1	5	1	0	2	5	3	2	1	4
ENSMUSG00000120730	1	0	0	0	0	0	1	0	1	1	2	0
ENSMUSG00000000562	2.61	11.5	5	13.5	7	3	4.05	6.5	0.5	8	3.5	11
ENSMUSG00000074344	0	1.07	1.67	0	1.5	0.5	1	0.5	0	1	0.58	0.5
ENSMUSG00000118531	0.5	2.57	2.67	1.5	3.5	0.5	1.05	1	0.5	3	1.08	3
ENSMUSG00000074342	37	169	25	140.25	18	37	73	135.25	32	125	52	226.25
ENSMUSG00000000563	12928.69	5020.76	14006.47	4774.91	9431.28	1091.5	18016.58	3141.54	9794.47	4343.64	15458.21	4562.1
ENSMUSG00000000561	874.75	634.25	1008	501.14	690.75	241.5	1112.92	407.73	737.67	474.58	1165.85	581.83
ENSMUSG00000105852	320.75	221.25	337.75	181	268.25	84.35	409.25	130.73	248.67	167.58	385.02	216.33
ENSMUSG00000074340	12.5	11.5	27.83	18	23.5	13.77	29.33	13	25.33	18.33	27	13
ENSMUSG00000010136	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106093	0	0.5	0.5	0	0	0	1	0.67	0	1	0	1
ENSMUSG00000104592	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043873	0	0.83	0.5	2.53	1	1	1	1.67	0	4.33	2	2.3
ENSMUSG00000092072	140.75	125.96	168.75	80.96	129.75	26.5	235.04	86.5	111.53	72	182.5	118.75
ENSMUSG00000105277	0.83	0	1.08	0.45	0.25	0	0	0.25	0.75	0	0	0.25
ENSMUSG00000105051	0.12	0	0	0	0	0	0.24	0.14	0	0	0	0.12
ENSMUSG00000062778	0	0.25	2	0.45	1	0	0.25	0	0	0.25	1.2	0.2
ENSMUSG00000040809	6.5	2845.05	16.33	2850.24	39.6	638.1	21.93	1955.15	8.5	3525.74	12.83	1994.01
ENSMUSG00000104855	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063779	1	249.62	1.33	260.13	4.4	56.9	3.23	199.55	0.5	356.88	1.83	189.14
ENSMUSG00000106373	0.5	107.58	0.33	123.56	2	26.5	0.83	96.31	1	162.92	1.33	102.41
ENSMUSG00000105436	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027902	0.14	1.14	0.29	0	0	0	0	0	0.14	0	0.34	0.2
ENSMUSG00000104350	1	1.67	0	0.33	0	0	0	1.33	0	0.78	0	1
ENSMUSG00000091575	1	11.75	1	15	1	2	1	12.5	2	10	3	12
ENSMUSG00000027901	14	230.25	26	191.66	14.5	29	26.5	124.25	26	214	24.5	191.11
ENSMUSG00000040774	287	1393.83	399.14	1035.43	318.5	173.25	456.5	812.5	266	1002.5	453.5	1234.5
ENSMUSG00000027900	837	1218.81	1143.03	867.11	949	149	1256.1	804.5	841.5	870	1221.85	1332
ENSMUSG00000106592	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105272	46.33	48	39	22	34	3	59	18	38	20	46.33	21
ENSMUSG00000103053	1	0	0	0	0.1	0	0.1	0	0	0	0	0
ENSMUSG00000120716	0	0	0	0	0	0	0	0	0	0.5	0	0
ENSMUSG00000056260	198.1	128	295.82	158.5	340	50	306.7	99	295.5	170.5	362.67	117
ENSMUSG00000102780	17.25	13	18.17	11.5	18	1	19.5	9	17.83	4.33	24.83	5
ENSMUSG00000040747	25	526.21	67.81	476.42	61.04	131.2	82	379.5	38.42	444.36	68.87	537.7
ENSMUSG00000043529	0	0	0	0	0.25	0	0	0	0	0	0	0
ENSMUSG00000105102	0	1	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000098108	0	0	1	0	0	0	0	0	0	0	0.1	1
ENSMUSG00000047959	4.5	22	3.5	20.88	2.5	4.1	8	8	2.5	13.5	2.11	17
ENSMUSG00000120721	0.5	12	0.5	8.5	0.5	3	3	4	1.5	6.5	0	6
ENSMUSG00000056145	16.25	89	17.12	110	4	17	24	69	16	72	20.5	88
ENSMUSG00000050179	0	0	0	0	0	0	0.17	0	0	0	0	1
ENSMUSG00000040724	6	18	22.2	26	9	2	7	17.5	10.2	49	12	23.14
ENSMUSG00000042861	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046213	2	35.5	2	23	0	0	4	21	2	19.5	2	2
ENSMUSG00000094613	0.5	30	1	18.5	0.5	0.75	3	15	0	7.5	1	2.5
ENSMUSG00000070368	0.5	130.75	3	80.5	0.5	0.75	4	78	1.25	30	1	3.5
ENSMUSG00000087260	524.17	286	623.42	277.79	514.08	62.83	752.08	209	447.17	281.53	633.17	273.73
ENSMUSG00000027896	32.14	19	40	13	19	5	33	10	25	12.33	31	6
ENSMUSG00000048109	264.33	397.6	309.34	280.33	304	203	348.5	229	254.75	215.11	302.2	244.12
ENSMUSG00000105532	1.33	3	0.93	1.12	1.5	0.33	1.83	0.67	0.83	0.83	1.17	0
ENSMUSG00002075593	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027895	9	0.67	12.81	0.14	7	0.7	30.25	0	14	0	29.5	1
ENSMUSG00000027894	518.12	5.31	581.83	1	233	1	653.9	5.34	376.12	1	366.81	1
ENSMUSG00000055891	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000014603	0	1	0	0	0	0.47	1	0	1	0.17	0	2
ENSMUSG00000014601	1008.12	419	1042.5	332	879.68	180	1391.06	215.33	671	358	1450.75	335
ENSMUSG00000078604	1	0	1	0	0	0	0	1	0	0	0	0
ENSMUSG00000027893	2325.68	2182.83	2804.86	1867	2202.82	627	3293.83	1354.64	2129	1833	3413.17	1961.33
ENSMUSG00000014599	292	377	495.75	267	306.2	68	471	233	383	205	470.12	297.33
ENSMUSG00000106531	0	0	0	0.06	0	0	0	0	0	0	0	0
ENSMUSG00000106426	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000105944	272.64	382.09	370.81	372.99	316.61	99.75	415.4	267.85	265.29	398.42	371.37	382.42
ENSMUSG00000106359	0	0	0	1	0	0	0.33	0	0	0	0	0
ENSMUSG00000040600	12.5	19.5	14	14.5	6	4	26	12.5	11	30	25.62	14.5
ENSMUSG00000105456	0	0	0	0	0	0	0	0	0	0	0.17	0
ENSMUSG00000086968	96.22	99.83	108.83	118.03	62.37	22.75	194.28	79.6	111.62	101.87	168.65	111.22
ENSMUSG00000004032	591	754.5	812.5	854.25	741	147.5	1090.02	604.83	598.38	823.5	918.33	944.1
ENSMUSG00000105872	0.33	0	0.45	0	0.2	0	0	0	0	0.5	0	0.2
ENSMUSG00000082720	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000004035	455.5	1211.03	501	915	320.5	61	674	521	376.61	821.5	531.5	560.46
ENSMUSG00000068762	87.75	309.69	108.53	254.95	62.25	17	158.28	154.68	92.17	220.33	109.81	177.62
ENSMUSG00000089664	2.5	10.08	3	11.38	3	1	5	5	3	8	2.83	4.75
ENSMUSG00000004038	34.63	125.98	56.07	120.49	56.22	12.25	49.31	70.61	46.63	94.1	61.59	77.97
ENSMUSG00000049231	16.5	7	15	6.17	9.5	1.24	20.46	6.33	13	4	18.67	6.5
ENSMUSG00000040562	569.92	163.07	772.53	129.17	661.31	24.17	872.68	82.98	587.66	113.83	687.37	82.66
ENSMUSG00000106614	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058135	967.38	3112	1393.99	2385.8	1663.55	314.08	1520.18	1436.45	1201.76	1999.83	1554.97	1775.04
ENSMUSG00000087357	50.87	39.37	49.95	31.94	37.51	7.21	66.1	25.47	29.59	32.46	57.25	36.38
ENSMUSG00000083627	54.73	42.98	54.47	31.5	39.51	7.87	70.57	26.68	32.74	34.8	62.7	37.88
ENSMUSG00000081688	16	6.33	26.58	5	25.78	0.67	28	1	20.2	3	28	2.33
ENSMUSG00000064569	0	0	0	0.12	0	0	0	0	0	0	0	0
ENSMUSG00000027890	206.46	174.5	172.5	95.12	80.67	7	315.5	90.5	147.03	82	305.39	144.62
ENSMUSG00000027889	416	1174.83	556.25	1217.5	333.17	247.91	617.83	759	410.2	994	639.03	1021.5
ENSMUSG00000056411	13.5	23.17	16	48.17	9	5.87	15.67	22.5	7	26.5	13.67	38
ENSMUSG00000009108	3	38	5	53	4	5	8.5	22	3	41	5	39
ENSMUSG00000000001	1208.2	2243.33	1768.83	1957	1378.14	569	1811.25	1505.37	1261	1882.33	1667.64	1887.14
ENSMUSG00000119942	1	3	0	4	0	0.14	2	1	1	2	2.5	4
ENSMUSG00000046793	0	1	2	1.11	1.5	1	0	3.5	2.5	1	0	0.14
ENSMUSG00000085318	0	0	0	1	1	0	0	0.25	0	1	0	0
ENSMUSG00000050947	284	189	257	179.25	252	130	399.98	115	189.7	217.5	508.75	255
ENSMUSG00000048796	200.5	161.5	248.21	179.11	178.33	57.5	324.64	119.62	182	144.5	364	155
ENSMUSG00000120830	5.5	5.5	4.5	8	4	0.5	5.5	4.5	6	4	6	4.5
ENSMUSG00000048997	127	74	227	50	215	16.14	198.5	38.25	166.33	50.1	192.75	39.17
ENSMUSG00000027887	92.2	2	66	3	42	1.25	94	0	55	0	53.5	0.17
ENSMUSG00000105961	6.25	6.67	6.67	7.17	4	0.42	11.92	5.29	5.25	4.07	5.67	7.92
ENSMUSG00000083462	6.25	6.67	7.17	7.17	4	0.42	11.92	5.29	5.25	4.07	4.67	8.42
ENSMUSG00000085102	0	0	0	1.11	0.24	0	0.5	0.25	0.37	0	1.5	0
ENSMUSG00000068749	869	868.64	1050.58	636.5	733.32	205.33	1279.41	542.75	777.08	630.33	1236.96	1076.36
ENSMUSG00000084863	8.5	2	15.55	9.5	12.56	1.5	23.5	5	13.7	5.5	12	6
ENSMUSG00000068747	1706.62	1006.5	2382.1	727.5	1668.23	315.5	2802.2	696.94	1846.94	851.5	2281	846
ENSMUSG00000105358	1	2	1.25	0	0	0	0.1	0	6	0.33	0	0
ENSMUSG00000078601	0	0	3	0	0	0	0	1	1	1	0	0.11
ENSMUSG00000068745	170.5	88	891.9	109.5	812.12	19.5	795.25	34	802	133.5	411	68.64
ENSMUSG00000074281	16.5	6.5	57.64	6.5	52	1.5	63	0	59.5	8	33.5	9.5
ENSMUSG00000068744	121	121.5	185.58	122.11	109.5	42	205	89	201.12	133.33	112	122
ENSMUSG00000068740	164.5	30.39	186.7	13	137.34	13.06	220.78	19	117.92	16	180.75	13.25
ENSMUSG00000068739	1556.71	1352.6	1765	1197.83	1511.7	390.83	2284.17	864.78	1323.64	1055.5	2016	1220.33
ENSMUSG00000089188	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000120945	67	56	86	49	62.5	22.5	92.5	37	58	46.5	75	51
ENSMUSG00000106101	0	0	0	0	0	0.17	0	0	0	0	0	0
ENSMUSG00000040412	12	75	21	57	10	8	13.2	25	8	49	4	38
ENSMUSG00000080673	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000103761	0	0	0	0	0.25	0	0	0	0	0	1	0
ENSMUSG00000027886	1	0	1	0	1	0	0	0	0	0	0	0
ENSMUSG00000088185	6	24	16.12	7	8	115.69	6.11	20	6	7	9	1
ENSMUSG00000105810	67	38.12	73.5	40	67.5	11.5	99.32	26	65.06	49.62	87.67	42
ENSMUSG00000068732	852.33	524.46	1174.5	518	1038.79	188.5	1237.97	343	884.06	565.12	1149.78	488
ENSMUSG00002075820	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048100	288.33	171	239.92	108.29	162.83	26.5	424.17	99.92	150.67	96.5	363.75	121.83
ENSMUSG00000040389	267.5	42.5	213.14	32	165	9	389	24	153.33	26.2	318	38
ENSMUSG00000081499	1.67	2.56	3.78	3.62	2.82	1.13	3.37	2.74	2.12	3.04	2.41	3.51
ENSMUSG00000027884	410.2	609.5	757.43	641.5	591.64	189	689.5	383	509.17	554.5	704.6	691.64
ENSMUSG00000027883	414	862.5	461.95	869.75	283.83	125.12	694.83	577	351.2	575.33	398.5	872
ENSMUSG00000098800	0	0	0	0	0	0	0	0.12	0	0	0	0
ENSMUSG00000049565	4	2	0	5	1	2	0	3	1	3.2	1.2	3
ENSMUSG00000027882	384.08	428.83	522.93	388.83	517.83	115	549.17	286.33	341.81	382.83	557.81	317.33
ENSMUSG00000045326	3	0	5	4	0.11	3	5	2	0.12	1	10	2
ENSMUSG00000105175	103.85	62.78	166.18	64.72	149.82	17.18	176.07	51.75	124.39	79.39	143.68	62.9
ENSMUSG00000027881	963.2	1098.92	1433.6	1023.83	1079.32	351.43	1429	627.25	905.33	787.24	1039.2	773.33
ENSMUSG00000120917	1	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000051638	0	0	0	0	0	0	0	0	0	0	0	0.17
ENSMUSG00000045662	0	2	1	2	0	1.33	2	0	0	2	1	2
ENSMUSG00000040339	531.5	259	670.17	205	573	61	846.17	181	462.33	208.25	745.33	234.5
ENSMUSG00000106108	1	0	0	0	0	0	1	0	0	0	1	0
ENSMUSG00002074978	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105638	0	0	0	0	0	0	0	0	0.1	0	0	0
ENSMUSG00000027880	0	0	0	0	0	0	0	0	0.17	0	0	0
ENSMUSG00000105139	2	1	6	3	5	0.11	9.2	6	10	3	8	2
ENSMUSG00000040322	675.64	288	1081.87	237.12	896.5	81	1079	221	876	245	896	325
ENSMUSG00000083717	0	0	0.11	0	0	0.14	0	0	0	0	0	0
ENSMUSG00000033721	253.42	176.29	301.34	108	227.31	47	411	111.17	258.5	114.5	337.2	196
ENSMUSG00000059857	9	1	17	1.33	8.1	1.17	9	1	9.33	0	11	2
ENSMUSG00000065872	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082624	1.17	0.67	1	0.2	1.89	0	2.33	0	1	0	1	0.33
ENSMUSG00000105639	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000049300	233.5	235.25	240.5	161	128.25	69	331.5	166.6	157.5	201.5	232.19	216
ENSMUSG00000105509	88.5	73.25	80.5	61	36.75	17	121.5	55.6	48.5	57.5	93.25	93
ENSMUSG00000104944	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105859	0	0	0	0	0.5	0	0	0	0	0	0.5	0
ENSMUSG00000105121	0	0	0	0	0	0	0	0.33	0	0	0	0
ENSMUSG00000119642	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106650	0.5	0	0	0	0.5	0	0	0	0	0	0	0
ENSMUSG00000106487	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106100	4.57	3.55	4.97	4.5	2.83	0.83	8.63	2.56	1.56	2.7	3.67	2.49
ENSMUSG00000105882	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104711	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104543	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089017	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105507	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105077	224.98	282.59	350.59	270.64	264.83	71.16	369.52	220.26	252.11	308.98	352.33	323.53
ENSMUSG00000105073	0.41	0.57	0.4	0.11	0.21	0.2	0.14	0.58	0.25	0.34	0.25	0.34
ENSMUSG00000105785	6.5	10.5	12.08	17	8	10	10.5	6.5	9	9.5	11.2	14
ENSMUSG00000106666	91.83	86.67	87.33	89	100.5	44.27	110	66.83	65.33	90.17	100.33	87.83
ENSMUSG00000105588	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045952	20.5	13	26.5	15	21	8.5	30.1	8	23	11.5	31	13
ENSMUSG00000105665	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083079	0.64	98.63	0.29	70.42	1.29	13.4	0	38.93	0.64	202.8	1	58.06
ENSMUSG00000081506	0	0.29	0	0	0	0	0	0	0	1.81	0	0
ENSMUSG00000074268	0.14	174.37	0.29	73.9	0.29	11.44	0	32.68	0.14	449.47	0	51.99
ENSMUSG00000096770	0.14	174.87	0.29	74.15	0.29	11.44	0	32.68	0.14	449.67	0	51.99
ENSMUSG00000093931	0.14	174.87	0.29	74.15	0.29	11.44	0	32.68	0.14	449.67	0	51.99
ENSMUSG00000096569	0.14	174.87	0.29	74.15	0.29	11.44	0	32.68	0.14	449.67	0	51.99
ENSMUSG00000070360	0.14	52.02	0.29	27.64	0.29	5	0	11.03	0.14	109.33	0	19.11
ENSMUSG00000074264	41.89	2925.74	60.29	2568.01	115.54	842.4	64.5	1529.59	74.14	2929.49	78.5	2808.43
ENSMUSG00000027981	193.62	268.87	356.75	266	349.75	96	285.62	155.5	238.58	255.33	320	248.62
ENSMUSG00000121018	20	19.5	20.5	17	21.5	10	22.62	18	13.08	27.5	42.5	27.12
ENSMUSG00000105836	0	1.12	0.39	1	0.36	0	2	0	0.25	1	0	0
ENSMUSG00000106454	8.67	8.83	10	9.33	11	4.33	13.67	6.33	9.68	5.67	11.78	9
ENSMUSG00000106084	1.61	2.5	2.14	0.5	5.17	1.33	3.43	1.33	1.33	0.5	2.83	0
ENSMUSG00000027966	141.77	110	255.42	115.14	183.33	24	222	106	164.2	90.5	209.25	72
ENSMUSG00000106452	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077410	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105225	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027965	0	1	0	2	0	0	1.11	0	0.33	0	0	3
ENSMUSG00000106510	0	0	0	0	0	0	0.11	0	0	0	0	0
ENSMUSG00000088346	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075856	0	0	0	0	0.17	0	0	0	0	0	0	0
ENSMUSG00000105829	0	0	0	0	0.5	0	0	0	0	0.33	0	0
ENSMUSG00000120078	48	1.5	71	3	15	0	98	1	37.25	2.5	54.2	1.36
ENSMUSG00000045092	2930.17	312	3498.56	210	3036.2	42	4069.58	191.14	2734	212	3192.12	204
ENSMUSG00000052769	34	1	31	2	27	0	46	0	38	8.25	28.11	0
ENSMUSG00000054426	83	58.5	97.5	42	71	9	148	36	63	34.5	126	44
ENSMUSG00000033554	126	176.75	160.67	183	220	54.5	200.67	121.5	122.6	207.84	215.5	178.14
ENSMUSG00000105108	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105017	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104803	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054414	384.42	491.35	517.87	360.08	394.67	152	605.75	312.42	371.35	338.2	599.17	379.39
ENSMUSG00000104723	13	9.33	20	10.33	12.5	2.5	17.58	8.17	10.67	5.83	19.17	4.83
ENSMUSG00000105645	19.42	21.25	40.25	17.08	24.92	11.5	42.25	15.92	20.02	18.5	29.67	17.42
ENSMUSG00000089261	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000027963	660.5	146	584.77	111.77	323	36	822	118	422.16	139	814.33	149
ENSMUSG00000119256	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027962	1440.33	3731.33	2110	3364.12	1194	756.17	2092.6	2532.89	1427	2867.77	2178.03	2369.75
ENSMUSG00000104653	38.5	85	48.67	63.5	30.5	15	50.5	48.11	32.5	56.5	54.5	50
ENSMUSG00000105729	3	0	2.12	1	1	0	2	1	0	0	2	0
ENSMUSG00000097362	0	1	0	1	0	0	0.2	0	0	1	0	1
ENSMUSG00000104607	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000068696	3	65	9	75	4	17	13.12	47.33	5	77	8	14
ENSMUSG00000033502	129.35	89.5	185.61	103.5	250	47.33	208.1	70.5	176	117.1	222.94	89.25
ENSMUSG00000106005	1.75	2	2	1.5	1	1	3	0.5	1	0.5	2.5	1
ENSMUSG00000089060	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088840	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000339	574.5	291	684.2	251	518.62	69	828.14	209.17	465	256.2	811	298.1
ENSMUSG00000000340	1100.1	1773.62	1479.25	2215.11	1292.83	649.33	1496.5	1014.33	1128.33	2130.7	1538.64	2035.2
ENSMUSG00000082394	149.26	150.63	198.88	126.71	214.77	46.93	224.94	96.95	161.08	117	225.63	160.85
ENSMUSG00000105992	0	0	0	1	1	0	0	1	1	1	0	0
ENSMUSG00000034437	549.48	397.31	459.4	314.57	293.63	41.58	654.69	248.82	259.5	263.07	435.53	328.6
ENSMUSG00000027961	2742.5	82.5	2308.5	73.2	1094	7.5	3751.33	69.75	1591.5	68	4229.75	61
ENSMUSG00000106025	211.5	24.67	147.12	23	62.5	8.5	290.17	14.25	100	12	311.83	11
ENSMUSG00000033439	341	105.5	340.7	89.5	178.11	17.5	511.38	55.25	251.08	80.5	571.82	60.5
ENSMUSG00000027959	116.7	186.62	131.5	200.75	82	34	168.25	129.25	90.75	150.83	100.75	195.75
ENSMUSG00000106415	14	26.12	19.5	31.25	10	3.5	21.5	23	12.5	23	15	29
ENSMUSG00000089911	753.11	729.61	843	632.83	680.83	289.15	1009.45	486.06	586.22	720.5	962.98	634.33
ENSMUSG00000105339	78	74.5	92.5	66.5	66.5	36.5	104.5	54.25	60	76.33	98.5	68.5
ENSMUSG00000105103	130.5	125.5	135.5	102.75	108.5	34.5	168.5	79	99.28	107	159.33	118
ENSMUSG00000106125	0	0	0.5	1	0	0	0	0	0.5	0	2	0
ENSMUSG00000027957	554	794.83	499.17	525.25	478.7	185	712.16	537	360.61	469	725.17	788.67
ENSMUSG00000033400	5907.05	1172.09	7549.26	853.44	5343.24	250.25	8413.73	680.92	6208.23	728.25	7577.28	908.14
ENSMUSG00000120424	6	3	4	4	2	0	4	3	4	2	10.25	6
ENSMUSG00000106128	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106511	0	0.1	0	0	0	0.1	0	0	0.1	0	0	0
ENSMUSG00000105250	0.71	0.4	0.71	0.2	0.54	0.1	0.55	0.59	0.3	1.06	0.2	2.29
ENSMUSG00000105241	0.12	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033386	242	1000.78	391.72	919.62	329	243.83	437.77	718.5	339.33	840.96	355.33	617.67
ENSMUSG00000033377	975.33	1635	1536.93	676.5	1338	183.5	1598.5	1038.2	989	642.2	1231	1221.67
ENSMUSG00000106073	3	18	11	6	8	0	7.33	10	6	4	10.5	8
ENSMUSG00000080907	38	43	44.5	15.5	49.5	2.5	45.5	25	24	15	32.64	26
ENSMUSG00000105221	0	0	0	1	0	0	1	1	0	1	0	0
ENSMUSG00000028009	0	4	1	3	1	0	0	4	0.33	3	0	6
ENSMUSG00000106343	0	0	0	0	0	0	0.11	0	0	0	0	0
ENSMUSG00000106314	0	0	0	0	0	0	0	1	0	1	1	0
ENSMUSG00000105914	121.14	157.62	185.1	161.23	166.6	44.9	192.13	120.8	130.91	171.62	191.36	162.17
ENSMUSG00000106342	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044667	22.5	0	24.5	5.67	22.5	1	26.5	2	23.5	2	22	0
ENSMUSG00002076381	0.5	0	0.5	0	0.5	0	0	0	0.5	0	0	0
ENSMUSG00000033342	81	4	188	0	78	0	203	0	171	0	84.14	0.17
ENSMUSG00000028007	408	218	488	169	278	59	568	151.14	346	178	444.33	182.14
ENSMUSG00002076621	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000120861	0	0	0	0	0.11	0	0	0	2	0	1.14	2
ENSMUSG00000104678	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104703	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097311	0.17	0.17	0	0	0	0.17	0.33	0.17	0	0.31	0	0
ENSMUSG00000065569	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075293	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104178	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104033	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104362	0	0	0.67	1	0.64	0	0.67	0	0.5	1	0	0
ENSMUSG00000102729	0.14	0.17	0	0	0	0	0	0.2	0	0	0	0
ENSMUSG00000033308	70	3431.17	177	1820	226	1216.33	125.39	1790.62	127.5	1720	131.2	4018.84
ENSMUSG00000106542	0	0	0	0	1.2	0	0.12	1	0	0	0	2
